payment_date,amount
"2005-07-27 01:12:13","2.99"
"2005-07-28 10:18:16","2.99"
"2005-07-30 08:30:45","5.99"
"2005-08-01 08:13:22","0.99"
"2005-08-02 05:48:20","5.99"
"2005-08-02 17:46:04","2.99"
"2005-08-17 06:15:17","5.99"
"2005-08-17 16:42:13","0.99"
"2005-08-18 20:20:59","0.99"
"2005-08-20 16:05:41","2.99"
"2005-08-21 01:31:25","2.99"
"2005-08-21 04:37:56","6.99"
"2005-08-21 09:04:20","2.99"
"2005-08-21 11:29:43","0.99"
"2005-08-22 09:01:52","4.99"
"2005-08-23 06:23:26","8.99"
"2005-05-27 02:22:26","9.99"
"2005-05-29 12:20:19","2.99"
"2005-06-17 15:57:56","3.99"
"2005-06-19 02:08:39","3.99"
"2005-06-19 19:44:12","0.99"
"2005-06-21 12:08:18","4.99"
"2005-07-07 05:47:33","4.99"
"2005-07-09 19:52:44","2.99"
"2005-07-10 00:58:37","2.99"
"2005-07-11 08:34:20","2.99"
"2005-07-27 11:48:37","5.99"
"2005-07-28 10:57:15","0.99"
"2005-07-29 11:32:58","1.99"
"2005-07-31 05:33:25","7.99"
"2005-08-02 15:10:06","8.99"
"2005-08-17 15:15:01","8.99"
"2005-08-19 23:37:52","4.99"
"2005-08-20 07:52:34","2.99"
"2005-08-20 12:21:05","4.99"
"2005-08-20 14:19:03","2.99"
"2005-08-22 06:46:03","4.99"
"2005-08-22 11:19:22","2.99"
"2005-06-16 22:04:34","5.99"
"2005-06-17 08:50:58","8.99"
"2005-06-19 08:53:10","2.99"
"2005-06-19 10:53:42","4.99"
"2005-06-19 12:44:20","2.99"
"2005-07-06 05:11:04","0.99"
"2005-07-06 15:05:50","4.99"
"2005-07-06 17:41:42","0.99"
"2005-07-08 04:48:36","6.99"
"2005-07-08 21:56:00","3.99"
"2005-07-12 03:42:49","4.99"
"2005-07-30 18:03:28","3.99"
"2005-07-31 01:25:22","3.99"
"2005-07-31 05:33:57","4.99"
"2005-07-31 21:13:47","7.99"
"2005-08-02 14:28:50","2.99"
"2005-08-18 22:22:03","2.99"
"2005-08-20 01:05:05","4.99"
"2005-08-21 05:25:59","0.99"
"2005-08-21 12:36:11","5.99"
"2005-08-22 06:07:52","1.99"
"2005-08-23 03:36:26","4.99"
"2005-05-28 11:49:00","4.99"
"2005-05-29 11:38:34","1.99"
"2005-06-16 01:57:15","2.99"
"2005-06-21 11:56:40","4.99"
"2005-07-06 18:39:38","8.99"
"2005-07-07 14:27:51","0.99"
"2005-07-07 22:28:51","0.99"
"2005-07-10 03:38:32","3.99"
"2005-07-11 17:37:22","4.99"
"2005-07-11 22:07:32","6.99"
"2005-07-12 16:30:57","6.99"
"2005-07-29 14:57:33","6.99"
"2005-07-30 12:28:42","2.99"
"2005-07-31 03:58:31","2.99"
"2005-07-31 19:57:16","0.99"
"2005-08-17 17:00:42","3.99"
"2005-08-17 19:20:48","2.99"
"2005-08-17 23:20:40","2.99"
"2005-08-19 06:37:48","5.99"
"2005-08-19 08:13:54","5.99"
"2005-08-21 07:45:47","3.99"
"2005-08-21 20:31:25","0.99"
"2005-08-21 23:43:00","2.99"
"2005-08-23 04:25:50","2.99"
"2006-02-14 15:16:03","0.99"
"2005-05-31 06:24:44","4.99"
"2005-06-18 20:32:40","4.99"
"2005-07-07 04:13:35","0.99"
"2005-07-10 21:57:14","5.99"
"2005-07-27 03:06:12","4.99"
"2005-07-27 17:10:05","7.99"
"2005-07-28 04:32:30","2.99"
"2005-07-29 11:12:37","0.99"
"2005-07-29 19:07:57","2.99"
"2005-08-02 14:24:08","9.99"
"2005-08-17 15:35:47","2.99"
"2005-08-17 18:56:05","4.99"
"2005-08-18 02:48:14","4.99"
"2005-08-18 15:49:15","6.99"
"2005-08-19 05:56:44","3.99"
"2005-08-20 08:44:06","4.99"
"2005-08-22 17:46:12","0.99"
"2005-08-23 07:06:38","3.99"
"2005-05-26 07:11:58","2.99"
"2005-05-26 16:27:11","9.99"
"2005-06-17 02:38:28","2.99"
"2005-06-18 14:44:06","4.99"
"2005-06-21 11:05:07","5.99"
"2005-07-08 07:45:17","4.99"
"2005-07-09 14:55:07","1.99"
"2005-07-09 18:09:21","3.99"
"2005-07-10 02:48:03","8.99"
"2005-07-10 13:21:28","4.99"
"2005-07-10 15:46:50","4.99"
"2005-07-11 02:08:55","0.99"
"2005-07-12 14:22:08","5.99"
"2005-07-27 07:26:06","0.99"
"2005-07-27 21:55:07","4.99"
"2005-07-28 14:19:59","4.99"
"2005-07-28 19:46:06","2.99"
"2005-07-29 02:30:50","2.99"
"2005-07-29 11:51:53","1.99"
"2005-07-29 15:41:31","4.99"
"2005-07-29 20:31:28","3.99"
"2005-07-29 20:47:27","4.99"
"2005-07-30 03:32:29","0.99"
"2005-08-18 09:57:00","4.99"
"2005-08-21 00:44:34","7.99"
"2005-08-21 04:57:08","3.99"
"2005-08-22 00:15:12","4.99"
"2005-08-22 04:32:01","3.99"
"2005-08-23 10:25:45","4.99"
"2005-08-23 20:44:36","0.99"
"2005-05-29 15:08:41","4.99"
"2005-05-30 01:17:25","4.99"
"2005-05-31 06:45:57","0.99"
"2005-06-18 07:46:34","4.99"
"2005-07-06 10:12:19","0.99"
"2005-07-09 12:06:03","4.99"
"2005-07-09 15:42:36","4.99"
"2005-07-09 20:59:09","0.99"
"2005-07-10 17:09:09","4.99"
"2005-07-11 05:11:09","0.99"
"2005-07-29 00:08:58","4.99"
"2005-07-30 05:58:27","2.99"
"2005-07-30 21:05:18","5.99"
"2005-07-31 05:46:03","4.99"
"2005-08-01 03:07:26","0.99"
"2005-08-02 11:58:03","6.99"
"2005-08-02 19:52:08","5.99"
"2005-08-17 04:27:46","2.99"
"2005-08-17 06:08:54","4.99"
"2005-08-17 16:21:47","2.99"
"2005-08-17 19:50:33","2.99"
"2005-08-18 10:59:04","0.99"
"2005-08-18 16:17:54","0.99"
"2005-08-19 12:53:53","0.99"
"2005-08-19 19:55:45","4.99"
"2005-08-20 05:59:05","0.99"
"2005-08-20 08:05:56","4.99"
"2005-08-20 20:59:43","0.99"
"2005-08-22 12:16:46","0.99"
"2005-08-22 13:57:55","2.99"
"2005-05-25 10:15:23","2.99"
"2005-05-31 19:12:21","4.99"
"2005-06-16 10:20:20","0.99"
"2005-06-20 05:20:01","4.99"
"2005-07-07 18:01:39","2.99"
"2005-07-08 16:22:01","4.99"
"2005-07-09 02:09:41","4.99"
"2005-07-12 03:47:44","9.99"
"2005-07-12 10:39:55","2.99"
"2005-07-27 23:24:24","4.99"
"2005-07-28 03:11:29","4.99"
"2005-07-29 05:27:40","4.99"
"2005-07-30 13:03:13","2.99"
"2005-07-31 10:01:03","2.99"
"2005-08-01 08:47:00","4.99"
"2005-08-02 08:08:30","4.99"
"2005-08-02 09:55:28","0.99"
"2005-08-02 17:21:49","4.99"
"2005-08-17 03:41:11","3.99"
"2005-08-18 05:08:37","4.99"
"2005-08-20 15:34:43","4.99"
"2005-08-23 09:02:03","0.99"
"2005-08-23 20:47:12","2.99"
"2006-02-14 15:16:03","2.99"
"2005-05-31 16:37:36","6.99"
"2005-06-18 22:56:26","1.99"
"2005-06-19 00:11:26","0.99"
"2005-06-20 11:12:04","1.99"
"2005-06-21 20:40:28","7.99"
"2005-07-06 15:35:06","3.99"
"2005-07-10 02:13:49","2.99"
"2005-07-10 05:04:54","2.99"
"2005-07-10 21:30:22","4.99"
"2005-07-11 14:40:48","7.99"
"2005-07-12 01:36:57","2.99"
"2005-07-27 12:56:56","6.99"
"2005-07-29 21:09:11","5.99"
"2005-07-30 09:06:31","4.99"
"2005-07-31 19:14:20","3.99"
"2005-08-01 15:27:05","0.99"
"2005-08-18 08:07:45","3.99"
"2005-08-18 12:25:01","3.99"
"2005-08-19 20:03:18","0.99"
"2005-08-20 02:41:46","0.99"
"2005-08-20 05:29:45","1.99"
"2005-08-20 10:56:06","5.99"
"2005-08-22 19:17:56","4.99"
"2005-08-22 20:27:38","4.99"
"2005-08-23 02:39:37","0.99"
"2005-08-23 11:56:22","4.99"
"2005-08-23 22:26:47","0.99"
"2005-05-26 04:46:23","4.99"
"2005-05-26 16:19:08","0.99"
"2005-06-17 06:00:23","4.99"
"2005-06-17 23:39:50","7.99"
"2005-06-19 15:56:30","4.99"
"2005-06-20 13:50:00","6.99"
"2005-06-21 01:00:25","4.99"
"2005-07-06 10:46:15","0.99"
"2005-07-07 10:17:15","2.99"
"2005-07-08 02:36:21","0.99"
"2005-07-08 08:57:21","5.99"
"2005-07-09 14:05:45","2.99"
"2005-07-11 03:51:27","0.99"
"2005-07-11 05:51:31","3.99"
"2005-07-12 02:09:36","0.99"
"2005-07-12 04:33:19","0.99"
"2005-07-12 19:33:49","2.99"
"2005-07-27 03:36:38","2.99"
"2005-07-27 18:27:26","4.99"
"2005-07-28 09:10:22","0.99"
"2005-07-28 11:01:51","2.99"
"2005-07-28 23:11:45","1.99"
"2005-07-29 22:22:12","6.99"
"2005-07-30 11:31:17","5.99"
"2005-07-30 21:44:31","4.99"
"2005-07-30 23:59:21","4.99"
"2005-07-31 10:15:46","9.99"
"2005-08-01 16:28:07","5.99"
"2005-08-01 19:14:53","3.99"
"2005-08-02 00:27:24","4.99"
"2005-08-02 16:45:33","0.99"
"2005-08-17 18:56:02","2.99"
"2005-08-18 03:26:42","0.99"
"2005-08-18 06:59:41","1.99"
"2005-08-18 09:49:52","5.99"
"2005-08-18 10:24:11","4.99"
"2005-08-18 19:10:41","0.99"
"2005-08-23 18:23:24","5.99"
"2006-02-14 15:16:03","8.97"
"2006-02-14 15:16:03","0.00"
"2006-02-14 15:16:03","0.00"
"2005-05-28 10:44:28","1.99"
"2005-05-30 12:15:54","0.99"
"2005-06-15 21:27:42","0.99"
"2005-06-16 20:04:28","6.99"
"2005-06-17 19:47:21","0.99"
"2005-06-18 15:51:25","1.99"
"2005-06-20 02:22:42","0.99"
"2005-06-21 17:05:29","0.99"
"2005-07-07 06:20:33","4.99"
"2005-07-10 03:48:20","0.99"
"2005-07-12 16:34:40","0.99"
"2005-07-29 00:57:06","6.99"
"2005-07-29 04:59:44","2.99"
"2005-07-29 06:28:19","3.99"
"2005-07-30 02:38:45","0.99"
"2005-07-30 16:59:17","2.99"
"2005-07-31 20:09:32","0.99"
"2005-08-01 21:56:37","4.99"
"2005-08-02 10:27:52","7.99"
"2005-08-20 09:21:08","3.99"
"2005-08-21 19:01:00","2.99"
"2005-08-22 15:21:56","4.99"
"2005-08-23 05:17:23","10.99"
"2005-05-26 23:52:13","2.99"
"2005-05-27 15:15:11","1.99"
"2005-05-28 08:54:06","2.99"
"2005-05-28 12:03:00","0.99"
"2005-05-29 11:07:25","5.99"
"2005-06-16 14:11:24","4.99"
"2005-06-18 12:54:18","3.99"
"2005-06-18 19:29:21","8.99"
"2005-06-20 20:36:53","2.99"
"2005-06-21 02:48:21","0.99"
"2005-07-08 22:05:41","0.99"
"2005-07-11 10:21:38","0.99"
"2005-07-11 22:19:23","2.99"
"2005-07-27 16:25:45","3.99"
"2005-07-28 04:24:07","0.99"
"2005-07-30 03:01:07","4.99"
"2005-07-31 11:23:45","0.99"
"2005-08-01 00:09:33","4.99"
"2005-08-02 00:52:34","2.99"
"2005-08-02 01:16:59","0.99"
"2005-08-02 04:41:12","0.99"
"2005-08-02 21:48:09","2.99"
"2005-08-17 10:00:40","7.99"
"2005-08-17 21:31:46","6.99"
"2005-08-18 06:43:56","1.99"
"2005-08-20 11:17:45","9.99"
"2005-08-21 15:10:50","4.99"
"2005-08-22 21:34:00","2.99"
"2005-06-18 02:19:21","2.99"
"2005-06-20 06:05:53","6.99"
"2005-06-21 03:12:21","7.99"
"2005-07-06 04:39:52","4.99"
"2005-07-07 12:41:36","5.99"
"2005-07-08 08:24:39","2.99"
"2005-07-08 15:51:51","0.99"
"2005-07-09 05:20:24","1.99"
"2005-07-10 05:05:00","0.99"
"2005-07-11 01:36:42","0.99"
"2005-07-11 20:04:43","4.99"
"2005-07-27 08:57:38","1.99"
"2005-07-28 05:50:11","4.99"
"2005-07-28 12:13:02","3.99"
"2005-07-28 13:34:08","6.99"
"2005-07-30 01:59:24","4.99"
"2005-07-30 07:31:45","5.99"
"2005-08-01 05:30:05","3.99"
"2005-08-01 14:11:53","2.99"
"2005-08-01 23:22:45","7.99"
"2005-08-02 03:16:31","10.99"
"2005-08-18 12:10:03","8.99"
"2005-08-18 18:53:17","4.99"
"2005-08-19 11:55:59","5.99"
"2005-08-19 23:29:06","0.99"
"2005-08-20 12:21:37","5.99"
"2005-08-21 18:10:43","2.99"
"2005-08-21 21:29:55","0.99"
"2005-08-22 01:08:34","2.99"
"2005-08-22 02:51:41","7.99"
"2005-08-23 22:18:51","2.99"
"2005-05-30 00:28:41","4.99"
"2005-05-30 02:36:20","2.99"
"2005-05-30 12:27:14","2.99"
"2005-06-20 16:17:56","4.99"
"2005-06-20 22:35:12","2.99"
"2005-07-06 07:17:09","0.99"
"2005-07-06 12:11:22","2.99"
"2005-07-07 03:34:53","4.99"
"2005-07-08 03:27:05","4.99"
"2005-07-08 13:22:55","4.99"
"2005-07-09 10:56:37","2.99"
"2005-07-10 03:08:55","2.99"
"2005-07-11 10:12:30","5.99"
"2005-07-27 09:35:54","9.99"
"2005-07-29 23:21:01","2.99"
"2005-07-31 11:29:46","1.99"
"2005-07-31 12:28:05","6.99"
"2005-07-31 17:22:39","0.99"
"2005-08-01 17:14:15","2.99"
"2005-08-17 04:45:39","4.99"
"2005-08-19 08:22:45","2.99"
"2005-08-21 03:14:27","0.99"
"2005-06-19 05:48:26","2.99"
"2005-06-19 19:29:17","8.99"
"2005-06-21 13:08:21","3.99"
"2005-07-06 06:05:23","4.99"
"2005-07-07 14:36:05","8.99"
"2005-07-07 16:33:48","3.99"
"2005-07-08 11:03:29","5.99"
"2005-07-09 20:48:42","3.99"
"2005-07-09 22:23:21","4.99"
"2005-07-11 12:16:03","5.99"
"2005-07-11 23:35:11","6.99"
"2005-07-12 13:07:55","1.99"
"2005-07-27 22:19:08","0.99"
"2005-07-29 09:38:19","5.99"
"2005-07-30 00:26:22","6.99"
"2005-08-01 04:29:29","0.99"
"2005-08-01 16:38:04","6.99"
"2005-08-01 18:05:54","8.99"
"2005-08-02 08:08:24","5.99"
"2005-08-17 13:08:45","0.99"
"2005-08-17 13:30:15","1.99"
"2005-08-18 11:41:47","2.99"
"2005-08-19 20:51:40","4.99"
"2005-08-19 22:05:40","0.99"
"2005-08-20 10:07:28","4.99"
"2005-08-20 14:44:22","0.99"
"2005-08-22 04:56:57","0.99"
"2005-08-23 08:27:57","8.99"
"2005-08-23 21:13:39","5.99"
"2006-02-14 15:16:03","2.99"
"2005-05-26 20:01:09","0.99"
"2005-06-19 14:26:09","1.99"
"2005-06-19 23:11:48","5.99"
"2005-06-21 02:20:41","4.99"
"2005-07-06 18:31:20","2.99"
"2005-07-09 00:34:16","9.99"
"2005-07-09 23:06:09","0.99"
"2005-07-27 06:23:36","4.99"
"2005-07-28 04:22:14","0.99"
"2005-07-30 22:20:09","3.99"
"2005-08-01 09:17:21","0.99"
"2005-08-17 13:04:41","5.99"
"2005-08-18 01:28:18","4.99"
"2005-08-20 13:26:37","5.99"
"2005-08-21 01:35:58","4.99"
"2005-08-21 19:09:40","3.99"
"2005-08-21 23:02:02","7.99"
"2005-08-22 17:18:05","5.99"
"2005-08-23 06:41:07","4.99"
"2005-08-23 15:08:00","4.99"
"2005-08-23 16:07:15","2.99"
"2005-08-23 16:45:28","1.99"
"2005-05-25 23:59:03","2.99"
"2005-05-26 19:47:49","8.99"
"2005-06-15 18:38:51","0.99"
"2005-06-16 03:21:33","0.99"
"2005-06-18 23:29:53","8.99"
"2005-06-19 20:13:33","8.99"
"2005-06-21 09:55:12","0.99"
"2005-07-06 09:16:10","2.99"
"2005-07-08 06:46:26","6.99"
"2005-07-10 12:15:12","4.99"
"2005-07-11 05:12:41","6.99"
"2005-07-12 13:10:55","6.99"
"2005-07-28 05:04:47","9.99"
"2005-07-28 10:19:46","0.99"
"2005-07-29 08:53:49","4.99"
"2005-07-30 15:13:45","3.99"
"2005-07-30 16:45:56","8.99"
"2005-07-30 21:54:22","6.99"
"2005-08-02 07:59:49","4.99"
"2005-08-17 06:41:58","5.99"
"2005-08-18 11:55:42","3.99"
"2005-08-19 08:31:50","0.99"
"2005-08-20 14:33:59","6.99"
"2005-08-21 14:58:58","0.99"
"2005-08-22 04:15:05","4.99"
"2005-08-23 03:12:54","3.99"
"2005-05-26 10:14:38","0.99"
"2005-05-30 16:06:08","0.99"
"2005-05-30 23:11:51","2.99"
"2005-06-15 13:13:49","5.99"
"2005-06-16 05:12:37","5.99"
"2005-06-16 07:06:06","3.99"
"2005-06-21 02:23:16","4.99"
"2005-07-06 11:10:27","6.99"
"2005-07-06 12:35:44","2.99"
"2005-07-09 11:57:12","0.99"
"2005-07-09 19:36:15","6.99"
"2005-07-11 11:51:00","2.99"
"2005-07-12 19:56:52","2.99"
"2005-07-28 04:42:58","0.99"
"2005-07-29 18:23:02","4.99"
"2005-07-31 13:17:04","1.99"
"2005-08-02 19:25:13","0.99"
"2005-08-17 01:28:05","5.99"
"2005-08-17 10:27:19","4.99"
"2005-08-18 04:11:13","4.99"
"2005-08-19 07:08:05","5.99"
"2005-08-20 15:13:11","4.99"
"2005-08-23 02:33:27","4.99"
"2005-08-23 11:52:18","5.99"
"2006-02-14 15:16:03","4.99"
"2005-05-27 13:57:39","0.99"
"2005-05-29 08:28:18","6.99"
"2005-05-29 23:24:30","4.99"
"2005-06-15 01:37:38","0.99"
"2005-06-15 10:42:13","4.99"
"2005-06-16 21:16:07","0.99"
"2005-06-17 11:57:15","5.99"
"2005-06-17 14:31:02","0.99"
"2005-06-18 16:53:33","0.99"
"2005-07-07 05:06:27","6.99"
"2005-07-08 18:11:00","6.99"
"2005-07-09 12:02:23","5.99"
"2005-07-09 12:56:58","0.99"
"2005-07-11 00:05:58","5.99"
"2005-07-11 15:25:52","2.99"
"2005-07-11 23:27:52","9.99"
"2005-07-28 09:42:31","2.99"
"2005-07-28 15:37:43","4.99"
"2005-07-29 15:04:27","8.99"
"2005-07-30 07:50:10","2.99"
"2005-07-31 06:41:46","4.99"
"2005-08-01 12:24:42","0.99"
"2005-08-02 00:27:50","2.99"
"2005-08-02 12:31:41","4.99"
"2005-08-02 19:57:42","3.99"
"2005-08-02 21:00:05","7.99"
"2005-08-17 15:29:12","0.99"
"2005-08-17 17:24:30","4.99"
"2005-08-18 07:55:09","4.99"
"2005-08-19 11:27:43","2.99"
"2005-08-21 08:29:20","5.99"
"2005-08-22 15:57:38","4.99"
"2005-08-22 18:16:50","2.99"
"2005-05-29 00:54:53","9.99"
"2005-05-30 10:38:37","4.99"
"2005-06-16 12:06:57","1.99"
"2005-06-17 21:02:25","5.99"
"2005-06-19 18:53:05","0.99"
"2005-06-20 21:29:17","4.99"
"2005-06-21 07:52:30","1.99"
"2005-06-21 17:06:38","3.99"
"2005-07-07 23:29:54","0.99"
"2005-07-08 11:50:38","2.99"
"2005-07-09 03:57:53","4.99"
"2005-07-10 01:18:32","0.99"
"2005-07-28 11:31:42","0.99"
"2005-07-30 21:16:33","7.99"
"2005-07-31 16:03:55","4.99"
"2005-07-31 17:14:47","2.99"
"2005-08-01 04:56:10","4.99"
"2005-08-01 12:44:32","0.99"
"2005-08-02 07:03:24","8.99"
"2005-08-17 20:19:06","0.99"
"2005-08-18 11:21:51","4.99"
"2005-08-20 10:08:53","3.99"
"2005-08-20 10:25:12","0.99"
"2005-05-25 09:35:12","1.99"
"2005-06-16 08:35:39","4.99"
"2005-06-16 21:43:45","0.99"
"2005-06-17 06:13:34","2.99"
"2005-06-17 21:41:34","4.99"
"2005-06-19 00:16:23","4.99"
"2005-06-21 00:43:16","0.99"
"2005-06-21 05:07:31","4.99"
"2005-07-06 05:37:18","0.99"
"2005-07-06 21:35:00","4.99"
"2005-07-07 13:05:52","2.99"
"2005-07-08 05:34:41","9.99"
"2005-07-09 15:25:06","0.99"
"2005-07-10 12:27:38","8.99"
"2005-07-12 20:15:04","7.99"
"2005-07-27 10:01:51","2.99"
"2005-07-28 10:21:52","10.99"
"2005-07-29 21:26:24","5.99"
"2005-07-29 23:24:20","2.99"
"2005-07-30 19:11:49","4.99"
"2005-08-01 02:39:39","8.99"
"2005-08-01 12:21:53","4.99"
"2005-08-01 13:58:47","6.99"
"2005-08-17 16:05:51","0.99"
"2005-08-18 02:09:20","2.99"
"2005-08-19 02:54:38","3.99"
"2005-08-19 20:09:59","4.99"
"2005-08-20 03:30:25","4.99"
"2005-08-20 15:11:48","2.99"
"2005-08-21 01:29:01","1.99"
"2005-08-22 11:49:16","4.99"
"2005-08-23 10:57:40","1.99"
"2005-08-23 18:45:06","5.99"
"2005-05-27 19:27:54","4.99"
"2005-05-28 22:11:35","2.99"
"2005-06-16 04:12:25","4.99"
"2005-06-17 04:45:41","2.99"
"2005-06-18 16:50:44","2.99"
"2005-06-19 00:03:28","4.99"
"2005-06-20 18:25:57","9.99"
"2005-07-09 05:33:27","7.99"
"2005-07-10 05:56:40","3.99"
"2005-07-10 09:49:42","4.99"
"2005-07-12 09:58:02","4.99"
"2005-07-27 23:38:46","2.99"
"2005-07-28 22:33:53","7.99"
"2005-07-29 02:02:46","5.99"
"2005-07-29 03:52:59","4.99"
"2005-07-30 07:20:36","0.99"
"2005-07-30 18:17:09","2.99"
"2005-07-30 18:44:44","8.99"
"2005-08-01 00:48:24","4.99"
"2005-08-01 06:42:31","4.99"
"2005-08-18 03:14:14","0.99"
"2005-08-18 04:11:03","8.99"
"2005-08-18 04:17:33","5.99"
"2005-08-20 01:09:11","0.99"
"2005-08-20 16:16:03","0.99"
"2005-08-20 21:13:58","10.99"
"2005-08-21 16:25:05","2.99"
"2005-08-23 16:32:10","2.99"
"2005-08-23 16:58:12","4.99"
"2006-02-14 15:16:03","4.99"
"2005-05-25 04:36:26","2.99"
"2005-06-15 18:30:00","2.99"
"2005-06-18 21:22:23","7.99"
"2005-06-20 01:09:14","2.99"
"2005-07-06 01:01:51","0.99"
"2005-07-06 06:01:50","0.99"
"2005-07-06 09:02:09","5.99"
"2005-07-06 16:43:10","5.99"
"2005-07-12 10:39:22","1.99"
"2005-07-12 22:29:18","4.99"
"2005-07-27 04:42:28","5.99"
"2005-07-28 00:34:06","8.99"
"2005-07-29 02:43:25","2.99"
"2005-07-29 10:20:48","2.99"
"2005-07-29 16:43:39","2.99"
"2005-08-01 08:22:54","0.99"
"2005-08-02 06:36:27","6.99"
"2005-08-21 00:28:48","2.99"
"2005-08-22 01:32:32","5.99"
"2005-08-22 11:48:19","3.99"
"2005-08-23 17:13:01","4.99"
"2005-05-25 23:34:53","2.99"
"2005-05-28 12:08:37","0.99"
"2005-05-29 08:30:36","5.99"
"2005-06-15 06:05:18","8.99"
"2005-06-15 16:45:07","7.99"
"2005-06-17 08:06:53","4.99"
"2005-06-19 00:45:56","0.99"
"2005-06-19 21:44:11","7.99"
"2005-07-07 08:50:33","4.99"
"2005-07-08 01:22:23","0.99"
"2005-07-08 15:01:25","8.99"
"2005-07-09 08:09:53","7.99"
"2005-07-09 21:31:11","2.99"
"2005-07-09 23:54:09","2.99"
"2005-07-12 15:55:35","2.99"
"2005-07-27 15:15:53","7.99"
"2005-07-28 04:57:57","4.99"
"2005-07-28 15:00:09","4.99"
"2005-07-28 15:11:27","2.99"
"2005-07-28 17:26:56","2.99"
"2005-07-30 04:06:25","0.99"
"2005-07-30 17:32:11","2.99"
"2005-07-31 05:43:28","2.99"
"2005-07-31 09:46:49","0.99"
"2005-07-31 23:17:57","4.99"
"2005-08-01 22:25:29","4.99"
"2005-08-02 07:56:40","3.99"
"2005-08-17 23:14:25","3.99"
"2005-08-18 10:34:59","2.99"
"2005-08-18 22:52:13","2.99"
"2005-08-20 13:42:10","2.99"
"2005-08-23 15:38:34","2.99"
"2005-06-17 13:24:43","0.99"
"2005-06-19 05:02:36","6.99"
"2005-06-20 19:09:46","0.99"
"2005-07-06 11:30:29","3.99"
"2005-07-07 20:06:45","4.99"
"2005-07-09 14:26:01","0.99"
"2005-07-10 02:42:58","3.99"
"2005-07-27 03:06:09","5.99"
"2005-07-27 03:50:46","1.99"
"2005-07-27 17:21:52","5.99"
"2005-07-28 13:01:22","6.99"
"2005-07-28 15:55:40","2.99"
"2005-07-29 06:40:40","0.99"
"2005-07-30 00:08:08","9.99"
"2005-07-30 18:02:25","2.99"
"2005-08-01 00:52:40","7.99"
"2005-08-01 19:07:08","4.99"
"2005-08-01 23:28:49","4.99"
"2005-08-02 13:02:11","4.99"
"2005-08-16 23:54:47","0.99"
"2005-08-17 19:48:55","0.99"
"2005-08-19 00:15:09","2.99"
"2005-08-19 09:31:33","4.99"
"2005-08-21 17:57:22","1.99"
"2005-08-22 00:57:43","4.99"
"2005-08-22 10:29:44","0.99"
"2005-08-22 16:58:31","0.99"
"2005-08-23 09:16:39","7.99"
"2005-05-26 09:17:43","5.99"
"2005-06-15 09:34:50","4.99"
"2005-06-18 19:38:20","3.99"
"2005-06-20 03:16:52","0.99"
"2005-06-21 14:07:35","2.99"
"2005-07-06 15:06:09","0.99"
"2005-07-07 06:25:28","2.99"
"2005-07-07 13:48:33","4.99"
"2005-07-07 17:52:38","4.99"
"2005-07-08 10:16:00","4.99"
"2005-07-09 02:28:24","4.99"
"2005-07-09 10:19:51","1.99"
"2005-07-10 09:56:24","0.99"
"2005-07-11 05:06:52","4.99"
"2005-07-11 10:59:09","2.99"
"2005-07-12 19:54:17","2.99"
"2005-07-27 06:56:31","0.99"
"2005-07-28 01:12:25","0.99"
"2005-07-28 13:53:54","4.99"
"2005-07-29 03:34:21","0.99"
"2005-07-30 00:14:32","0.99"
"2005-07-30 13:36:57","2.99"
"2005-07-30 20:07:24","4.99"
"2005-07-31 17:59:36","4.99"
"2005-08-02 19:45:33","0.99"
"2005-08-19 02:04:07","0.99"
"2005-08-19 15:47:58","4.99"
"2005-08-19 19:04:00","4.99"
"2005-08-21 01:43:58","0.99"
"2005-08-22 04:09:18","2.99"
"2005-08-22 12:47:45","1.99"
"2005-08-22 20:56:31","4.99"
"2005-08-23 10:35:45","1.99"
"2005-08-23 16:50:53","4.99"
"2006-02-14 15:16:03","4.99"
"2005-05-26 16:22:01","5.99"
"2005-05-27 19:50:06","4.99"
"2005-06-17 17:17:19","4.99"
"2005-06-19 00:41:08","0.99"
"2005-06-19 15:59:04","8.99"
"2005-07-06 04:59:49","8.99"
"2005-07-06 10:52:32","7.99"
"2005-07-07 19:31:12","2.99"
"2005-07-08 17:52:29","4.99"
"2005-07-10 00:23:23","5.99"
"2005-07-10 05:30:52","7.99"
"2005-07-10 14:22:19","6.99"
"2005-07-10 21:32:14","2.99"
"2005-07-11 09:50:24","0.99"
"2005-07-11 16:19:01","6.99"
"2005-07-27 04:03:26","4.99"
"2005-07-28 08:46:11","1.99"
"2005-07-29 09:04:32","4.99"
"2005-07-30 02:56:08","4.99"
"2005-07-30 13:57:54","4.99"
"2005-08-02 11:52:41","4.99"
"2005-08-02 13:33:50","2.99"
"2005-08-17 13:24:55","4.99"
"2005-08-19 08:07:50","5.99"
"2005-08-20 01:40:25","0.99"
"2005-08-20 06:41:27","2.99"
"2005-08-22 00:44:08","0.99"
"2005-08-22 07:53:14","4.99"
"2005-05-25 19:07:40","2.99"
"2005-05-27 15:19:38","6.99"
"2005-05-31 03:41:37","4.99"
"2005-06-18 05:21:56","4.99"
"2005-06-20 17:33:55","0.99"
"2005-07-08 13:12:07","2.99"
"2005-07-09 07:29:45","4.99"
"2005-07-11 17:00:04","4.99"
"2005-07-12 06:56:24","4.99"
"2005-07-27 12:50:23","2.99"
"2005-07-29 00:16:23","0.99"
